"id","display_name","payment_term_type","payment_term_count","note","line_ids/day_of_the_month","line_ids/id","line_ids/days","line_ids/option","line_ids/sequence","line_ids/value","line_ids/value_amount"
"","","","","","10","__export__.account_payment_term_line_27_6400d75e94e81","150","dias após a data da fatura","14","Percentual","14.2857"
"","","","","","10","__export__.account_payment_term_line_28_6400d75e94ec2","180","dias após a data da fatura","15","Saldo","0.0"
"__export__.account_payment_term_18_6400d75e94f00","recorrencia_futura_8x","Recorrência Futura","8","Recorrência futura em 8 meses","0","__export__.account_payment_term_line_29_6400d75e94f39","0","dias após a data da fatura","9","Percentual","12.5"
"","","","","","10","__export__.account_payment_term_line_30_6400d75e94f7d","30","dias após a data da fatura","10","Percentual","12.5"
"","","","","","10","__export__.account_payment_term_line_31_6400d75e94fbd","60","dias após a data da fatura","11","Percentual","12.5"
"","","","","","10","__export__.account_payment_term_line_32_6400d75e94ffc","90","dias após a data da fatura","12","Percentual","12.5"
"","","","","","10","__export__.account_payment_term_line_33_6400d75e9503c","120","dias após a data da fatura","13","Percentual","12.5"
"","","","","","10","__export__.account_payment_term_line_34_6400d75e9507b","150","dias após a data da fatura","14","Percentual","12.5"
"","","","","","10","__export__.account_payment_term_line_35_6400d75e950bb","180","dias após a data da fatura","15","Percentual","12.5"
"","","","","","10","__export__.account_payment_term_line_36_6400d75e950fa","210","dias após a data da fatura","16","Saldo","0.0"
"__export__.account_payment_term_19_6400d75e95136","recorrencia_futura_9x","Recorrência Futura","9","Recorrência futura em 9 meses","0","__export__.account_payment_term_line_37_6400d75e9516f","0","dias após a data da fatura","9","Percentual","11.1111"
"","","","","","10","__export__.account_payment_term_line_38_6400d75e951af","30","dias após a data da fatura","10","Percentual","11.1111"
"","","","","","10","__export__.account_payment_term_line_39_6400d75e951ee","60","dias após a data da fatura","11","Percentual","11.1111"
"","","","","","10","__export__.account_payment_term_line_40_6400d75e9522e","90","dias após a data da fatura","12","Percentual","11.1111"
"","","","","","10","__export__.account_payment_term_line_41_6400d75e9526f","120","dias após a data da fatura","13","Percentual","11.1111"
"","","","","","10","__export__.account_payment_term_line_42_6400d75e952af","150","dias após a data da fatura","14","Percentual","11.1111"
"","","","","","10","__export__.account_payment_term_line_43_6400d75e952ee","180","dias após a data da fatura","15","Percentual","11.1111"
"","","","","","10","__export__.account_payment_term_line_44_6400d75e9532e","210","dias após a data da fatura","16","Percentual","11.1111"
"","","","","","10","__export__.account_payment_term_line_45_6400d75e9536d","240","dias após a data da fatura","17","Saldo","0.0"
"__export__.account_payment_term_20_6400d75e953a9","recorrencia_futura_10x","Recorrência Futura","10","Recorrência futura em 10 meses","0","__export__.account_payment_term_line_46_6400d75e953e2","0","dias após a data da fatura","9","Percentual","10.0"
"","","","","","10","__export__.account_payment_term_line_47_6400d75e95422","30","dias após a data da fatura","10","Percentual","10.0"
"","","","","","10","__export__.account_payment_term_line_48_6400d75e95462","60","dias após a data da fatura","11","Percentual","10.0"
"","","","","","10","__export__.account_payment_term_line_49_6400d75e954a1","90","dias após a data da fatura","12","Percentual","10.0"
"","","","","","10","__export__.account_payment_term_line_50_6400d75e954e0","120","dias após a data da fatura","13","Percentual","10.0"
"","","","","","10","__export__.account_payment_term_line_51_6400d75e95520","150","dias após a data da fatura","14","Percentual","10.0"
"","","","","","10","__export__.account_payment_term_line_52_6400d75e9555f","180","dias após a data da fatura","15","Percentual","10.0"
"","","","","","10","__export__.account_payment_term_line_53_6400d75e9559f","210","dias após a data da fatura","16","Percentual","10.0"
"","","","","","10","__export__.account_payment_term_line_54_6400d75e955de","240","dias após a data da fatura","17","Percentual","10.0"
"","","","","","10","__export__.account_payment_term_line_55_6400d75e9561d","270","dias após a data da fatura","18","Saldo","0.0"
"__export__.account_payment_term_21_6400d75e9565b","recorrencia_futura_11x","Recorrência Futura","11","Recorrência futura em 11 meses","0","__export__.account_payment_term_line_56_6400d75e95695","0","dias após a data da fatura","9","Percentual","9.0909"
"","","","","","10","__export__.account_payment_term_line_57_6400d75e956d4","30","dias após a data da fatura","10","Percentual","9.0909"
"","","","","","10","__export__.account_payment_term_line_58_6400d75e95714","60","dias após a data da fatura","11","Percentual","9.0909"
"","","","","","10","__export__.account_payment_term_line_59_6400d75e95754","90","dias após a data da fatura","12","Percentual","9.0909"
"","","","","","10","__export__.account_payment_term_line_60_6400d75e95793","120","dias após a data da fatura","13","Percentual","9.0909"
"","","","","","10","__export__.account_payment_term_line_61_6400d75e957d3","150","dias após a data da fatura","14","Percentual","9.0909"
"","","","","","10","__export__.account_payment_term_line_62_6400d75e95815","180","dias após a data da fatura","15","Percentual","9.0909"
"","","","","","10","__export__.account_payment_term_line_63_6400d75e95854","210","dias após a data da fatura","16","Percentual","9.0909"
"","","","","","10","__export__.account_payment_term_line_64_6400d75e95894","240","dias após a data da fatura","17","Percentual","9.0909"
"","","","","","10","__export__.account_payment_term_line_65_6400d75e958d3","270","dias após a data da fatura","18","Percentual","9.0909"
"","","","","","10","__export__.account_payment_term_line_66_6400d75e95913","300","dias após a data da fatura","19","Saldo","0.0"
"__export__.account_payment_term_22_6400d75e9594f","recorrencia_futura_12x","Recorrência Futura","12","Recorrência futura em 12 meses","0","__export__.account_payment_term_line_67_6400d75e95988","0","dias após a data da fatura","9","Percentual","8.3333"
"","","","","","10","__export__.account_payment_term_line_68_6400d75e959c7","30","dias após a data da fatura","10","Percentual","8.3333"
"","","","","","10","__export__.account_payment_term_line_69_6400d75e95a07","60","dias após a data da fatura","11","Percentual","8.3333"
"","","","","","10","__export__.account_payment_term_line_70_6400d75e95a48","90","dias após a data da fatura","12","Percentual","8.3333"
"","","","","","10","__export__.account_payment_term_line_71_6400d75e95a88","120","dias após a data da fatura","13","Percentual","8.3333"
"","","","","","10","__export__.account_payment_term_line_72_6400d75e95ac7","150","dias após a data da fatura","14","Percentual","8.3333"
"","","","","","10","__export__.account_payment_term_line_73_6400d75e95b07","180","dias após a data da fatura","15","Percentual","8.3333"
"","","","","","10","__export__.account_payment_term_line_74_6400d75e95b46","210","dias após a data da fatura","16","Percentual","8.3333"
"","","","","","10","__export__.account_payment_term_line_75_6400d75e95b86","240","dias após a data da fatura","17","Percentual","8.3333"
"","","","","","10","__export__.account_payment_term_line_76_6400d75e95bc5","270","dias após a data da fatura","18","Percentual","8.3333"
"","","","","","10","__export__.account_payment_term_line_77_6400d75e95c05","300","dias após a data da fatura","19","Percentual","8.3333"
"","","","","","10","__export__.account_payment_term_line_78_6400d75e95c44","330","dias após a data da fatura","20","Saldo","0.0"
"__export__.account_payment_term_23_6400d75e95c80","recorrencia_futura_13x","Recorrência Futura","13","Recorrência futura em 13 meses","0","__export__.account_payment_term_line_79_6400d75e95cb9","0","dias após a data da fatura","9","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_80_6400d75e95cf9","30","dias após a data da fatura","10","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_81_6400d75e95d38","60","dias após a data da fatura","11","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_82_6400d75e95d78","90","dias após a data da fatura","12","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_83_6400d75e95db8","120","dias após a data da fatura","13","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_84_6400d75e95df7","150","dias após a data da fatura","14","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_85_6400d75e95e36","180","dias após a data da fatura","15","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_86_6400d75e95e6b","210","dias após a data da fatura","16","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_87_6400d75e95ead","240","dias após a data da fatura","17","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_88_6400d75e95eed","270","dias após a data da fatura","18","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_89_6400d75e95f2d","300","dias após a data da fatura","19","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_90_6400d75e95f6c","330","dias após a data da fatura","20","Percentual","7.6923"
"","","","","","10","__export__.account_payment_term_line_91_6400d75e95fac","360","dias após a data da fatura","21","Saldo","0.0"
"__export__.account_payment_term_24_6400d75e95fe8","recorrencia_futura_14x","Recorrência Futura","14","Recorrência futura em 14 meses","0","__export__.account_payment_term_line_92_6400d75e96021","0","dias após a data da fatura","9","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_93_6400d75e96060","30","dias após a data da fatura","10","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_94_6400d75e960a0","60","dias após a data da fatura","11","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_95_6400d75e960e3","90","dias após a data da fatura","12","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_96_6400d75e96122","120","dias após a data da fatura","13","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_97_6400d75e96162","150","dias após a data da fatura","14","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_98_6400d75e961a2","180","dias após a data da fatura","15","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_99_6400d75e961e1","210","dias após a data da fatura","16","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_100_6400d75e96221","240","dias após a data da fatura","17","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_101_6400d75e96262","270","dias após a data da fatura","18","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_102_6400d75e962a2","300","dias após a data da fatura","19","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_103_6400d75e962e2","330","dias após a data da fatura","20","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_104_6400d75e96321","360","dias após a data da fatura","21","Percentual","7.1429"
"","","","","","10","__export__.account_payment_term_line_105_6400d75e96361","390","dias após a data da fatura","22","Saldo","0.0"
"__export__.account_payment_term_25_6400d75e9639d","recorrencia_futura_15x","Recorrência Futura","15","Recorrência futura em 15 meses","0","__export__.account_payment_term_line_106_6400d75e963d6","0","dias após a data da fatura","9","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_107_6400d75e96416","30","dias após a data da fatura","10","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_108_6400d75e96455","60","dias após a data da fatura","11","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_109_6400d75e96495","90","dias após a data da fatura","12","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_110_6400d75e964d4","120","dias após a data da fatura","13","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_111_6400d75e96514","150","dias após a data da fatura","14","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_112_6400d75e96553","180","dias após a data da fatura","15","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_113_6400d75e96593","210","dias após a data da fatura","16","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_114_6400d75e965d3","240","dias após a data da fatura","17","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_115_6400d75e96612","270","dias após a data da fatura","18","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_116_6400d75e96653","300","dias após a data da fatura","19","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_117_6400d75e96693","330","dias após a data da fatura","20","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_118_6400d75e966d3","360","dias após a data da fatura","21","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_119_6400d75e96712","390","dias após a data da fatura","22","Percentual","6.6667"
"","","","","","10","__export__.account_payment_term_line_120_6400d75e96752","420","dias após a data da fatura","23","Saldo","0.0"
"__export__.account_payment_term_26_6400d75e9678e","recorrencia_futura_16x","Recorrência Futura","16","Recorrência futura em 16 meses","0","__export__.account_payment_term_line_121_6400d75e967c7","0","dias após a data da fatura","9","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_122_6400d75e96807","30","dias após a data da fatura","10","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_123_6400d75e96846","60","dias após a data da fatura","11","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_124_6400d75e96886","90","dias após a data da fatura","12","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_125_6400d75e968c5","120","dias após a data da fatura","13","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_126_6400d75e96905","150","dias após a data da fatura","14","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_127_6400d75e96944","180","dias após a data da fatura","15","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_128_6400d75e96986","210","dias após a data da fatura","16","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_129_6400d75e969c5","240","dias após a data da fatura","17","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_130_6400d75e96a05","270","dias após a data da fatura","18","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_131_6400d75e96a46","300","dias após a data da fatura","19","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_132_6400d75e96a86","330","dias após a data da fatura","20","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_133_6400d75e96ac5","360","dias após a data da fatura","21","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_134_6400d75e96b05","390","dias após a data da fatura","22","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_135_6400d75e96b44","420","dias após a data da fatura","23","Percentual","6.25"
"","","","","","10","__export__.account_payment_term_line_136_6400d75e96b84","450","dias após a data da fatura","24","Saldo","0.0"
"__export__.account_payment_term_27_6400d75e96bc0","recorrencia_futura_17x","Recorrência Futura","17","Recorrência futura em 17 meses","0","__export__.account_payment_term_line_137_6400d75e96bf9","0","dias após a data da fatura","9","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_138_6400d75e96c39","30","dias após a data da fatura","10","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_139_6400d75e96c78","60","dias após a data da fatura","11","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_140_6400d75e96cb8","90","dias após a data da fatura","12","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_141_6400d75e96cf7","120","dias após a data da fatura","13","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_142_6400d75e96d37","150","dias após a data da fatura","14","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_143_6400d75e96d76","180","dias após a data da fatura","15","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_144_6400d75e96db6","210","dias após a data da fatura","16","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_145_6400d75e96df5","240","dias após a data da fatura","17","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_146_6400d75e96e39","270","dias após a data da fatura","18","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_147_6400d75e96e7a","300","dias após a data da fatura","19","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_148_6400d75e96eb9","330","dias após a data da fatura","20","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_149_6400d75e96ef9","360","dias após a data da fatura","21","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_150_6400d75e96f38","390","dias após a data da fatura","22","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_151_6400d75e96f78","420","dias após a data da fatura","23","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_152_6400d75e96fb8","450","dias após a data da fatura","24","Percentual","5.8824"
"","","","","","10","__export__.account_payment_term_line_153_6400d75e96ff7","480","dias após a data da fatura","25","Saldo","0.0"
"__export__.account_payment_term_28_6400d75e97033","recorrencia_futura_18x","Recorrência Futura","18","Recorrência futura em 18 meses","0","__export__.account_payment_term_line_154_6400d75e9706c","0","dias após a data da fatura","9","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_155_6400d75e970ac","30","dias após a data da fatura","10","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_156_6400d75e970eb","60","dias após a data da fatura","11","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_157_6400d75e9712b","90","dias após a data da fatura","12","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_158_6400d75e9716b","120","dias após a data da fatura","13","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_159_6400d75e971aa","150","dias após a data da fatura","14","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_160_6400d75e971ec","180","dias após a data da fatura","15","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_161_6400d75e9722e","210","dias após a data da fatura","16","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_162_6400d75e9726e","240","dias após a data da fatura","17","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_163_6400d75e972ad","270","dias após a data da fatura","18","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_164_6400d75e972ed","300","dias após a data da fatura","19","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_165_6400d75e9732d","330","dias após a data da fatura","20","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_166_6400d75e9736c","360","dias após a data da fatura","21","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_167_6400d75e973ac","390","dias após a data da fatura","22","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_168_6400d75e973eb","420","dias após a data da fatura","23","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_169_6400d75e9742b","450","dias após a data da fatura","24","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_170_6400d75e9746a","480","dias após a data da fatura","25","Percentual","5.5556"
"","","","","","10","__export__.account_payment_term_line_171_6400d75e974aa","510","dias após a data da fatura","26","Saldo","0.0"
"__export__.account_payment_term_29_6400d75e974e6","recorrencia_futura_19x","Recorrência Futura","19","Recorrência futura em 19 meses","0","__export__.account_payment_term_line_172_6400d75e9751f","0","dias após a data da fatura","9","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_173_6400d75e9755e","30","dias após a data da fatura","10","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_174_6400d75e9759e","60","dias após a data da fatura","11","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_175_6400d75e975de","90","dias após a data da fatura","12","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_176_6400d75e9761f","120","dias após a data da fatura","13","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_177_6400d75e9765f","150","dias após a data da fatura","14","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_178_6400d75e9769e","180","dias após a data da fatura","15","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_179_6400d75e976de","210","dias após a data da fatura","16","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_180_6400d75e9771d","240","dias após a data da fatura","17","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_181_6400d75e9775d","270","dias após a data da fatura","18","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_182_6400d75e9779c","300","dias após a data da fatura","19","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_183_6400d75e977dc","330","dias após a data da fatura","20","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_184_6400d75e9781c","360","dias após a data da fatura","21","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_185_6400d75e9785b","390","dias após a data da fatura","22","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_186_6400d75e9789b","420","dias após a data da fatura","23","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_187_6400d75e978da","450","dias após a data da fatura","24","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_188_6400d75e9791a","480","dias após a data da fatura","25","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_189_6400d75e97959","510","dias após a data da fatura","26","Percentual","5.2632"
"","","","","","10","__export__.account_payment_term_line_190_6400d75e97999","540","dias após a data da fatura","27","Saldo","0.0"
"__export__.account_payment_term_30_6400d75e979d5","recorrencia_futura_20x","Recorrência Futura","20","Recorrência futura em 20 meses","0","__export__.account_payment_term_line_191_6400d75e97a0f","0","dias após a data da fatura","9","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_192_6400d75e97a4f","30","dias após a data da fatura","10","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_193_6400d75e97a91","60","dias após a data da fatura","11","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_194_6400d75e97ad0","90","dias após a data da fatura","12","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_195_6400d75e97b10","120","dias após a data da fatura","13","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_196_6400d75e97b4f","150","dias após a data da fatura","14","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_197_6400d75e97b8f","180","dias após a data da fatura","15","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_198_6400d75e97bce","210","dias após a data da fatura","16","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_199_6400d75e97c0e","240","dias após a data da fatura","17","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_200_6400d75e97c4d","270","dias após a data da fatura","18","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_201_6400d75e97c8d","300","dias após a data da fatura","19","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_202_6400d75e97ccc","330","dias após a data da fatura","20","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_203_6400d75e97d0b","360","dias após a data da fatura","21","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_204_6400d75e97d4b","390","dias após a data da fatura","22","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_205_6400d75e97d8a","420","dias após a data da fatura","23","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_206_6400d75e97da6","450","dias após a data da fatura","24","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_207_6400d75e97de7","480","dias após a data da fatura","25","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_208_6400d75e97e29","510","dias após a data da fatura","26","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_209_6400d75e97e69","540","dias após a data da fatura","27","Percentual","5.0"
"","","","","","10","__export__.account_payment_term_line_210_6400d75e97ea8","570","dias após a data da fatura","28","Saldo","0.0"
"__export__.account_payment_term_31_6400d75e97ee4","recorrencia_futura_21x","Recorrência Futura","21","Recorrência futura em 21 meses","0","__export__.account_payment_term_line_211_6400d75e97f1d","0","dias após a data da fatura","9","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_212_6400d75e97f5d","30","dias após a data da fatura","10","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_213_6400d75e97f9c","60","dias após a data da fatura","11","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_214_6400d75e97fdc","90","dias após a data da fatura","12","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_215_6400d75e9801c","120","dias após a data da fatura","13","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_216_6400d75e9805b","150","dias após a data da fatura","14","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_217_6400d75e9809b","180","dias após a data da fatura","15","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_218_6400d75e980da","210","dias após a data da fatura","16","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_219_6400d75e9811a","240","dias após a data da fatura","17","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_220_6400d75e98159","270","dias após a data da fatura","18","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_221_6400d75e98199","300","dias após a data da fatura","19","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_222_6400d75e981d9","330","dias após a data da fatura","20","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_223_6400d75e9821a","360","dias após a data da fatura","21","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_224_6400d75e9825a","390","dias após a data da fatura","22","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_225_6400d75e98299","420","dias após a data da fatura","23","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_226_6400d75e982d9","450","dias após a data da fatura","24","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_227_6400d75e98318","480","dias após a data da fatura","25","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_228_6400d75e9835a","510","dias após a data da fatura","26","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_229_6400d75e9839a","540","dias após a data da fatura","27","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_230_6400d75e983da","570","dias após a data da fatura","28","Percentual","4.7619"
"","","","","","10","__export__.account_payment_term_line_231_6400d75e9841a","600","dias após a data da fatura","29","Saldo","0.0"
"__export__.account_payment_term_32_6400d75e98456","recorrencia_futura_22x","Recorrência Futura","22","Recorrência futura em 22 meses","0","__export__.account_payment_term_line_232_6400d75e9848f","0","dias após a data da fatura","9","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_233_6400d75e984ce","30","dias após a data da fatura","10","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_234_6400d75e9850e","60","dias após a data da fatura","11","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_235_6400d75e9854d","90","dias após a data da fatura","12","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_236_6400d75e9858d","120","dias após a data da fatura","13","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_237_6400d75e985cc","150","dias após a data da fatura","14","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_238_6400d75e9860d","180","dias após a data da fatura","15","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_239_6400d75e9864d","210","dias após a data da fatura","16","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_240_6400d75e9868d","240","dias após a data da fatura","17","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_241_6400d75e986cc","270","dias após a data da fatura","18","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_242_6400d75e9870c","300","dias após a data da fatura","19","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_243_6400d75e9874b","330","dias após a data da fatura","20","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_244_6400d75e9878b","360","dias após a data da fatura","21","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_245_6400d75e987ca","390","dias após a data da fatura","22","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_246_6400d75e9880a","420","dias após a data da fatura","23","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_247_6400d75e98849","450","dias após a data da fatura","24","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_248_6400d75e98889","480","dias após a data da fatura","25","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_249_6400d75e988c8","510","dias após a data da fatura","26","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_250_6400d75e98908","540","dias após a data da fatura","27","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_251_6400d75e98947","570","dias após a data da fatura","28","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_252_6400d75e98987","600","dias após a data da fatura","29","Percentual","4.5455"
"","","","","","10","__export__.account_payment_term_line_253_6400d75e989c7","630","dias após a data da fatura","30","Saldo","0.0"
"__export__.account_payment_term_33_6400d75e98a04","recorrencia_futura_23x","Recorrência Futura","23","Recorrência futura em 23 meses","0","__export__.account_payment_term_line_254_6400d75e98a3e","0","dias após a data da fatura","9","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_255_6400d75e98a7d","30","dias após a data da fatura","10","Percentual","4.3478"
"","","","","","10","__export__.account_payment_term_line_256_6400d75e98abd","60","dias após a data da fatura","11","Percentual","4.3478"
